"Transfer ID","TitleID","Title","Transfer Type","Relevant Task","Donor Surface","Surface Type","Donor Surface Contamination","Surface Loading Cat","SurfLoadBIo","SurfLoadSolLiq","Contamination  Units","Time Since Application","TimeSinceAppCat","TimeSinceAppBIO","TimeSinceAppLiq","Receiver","Contact Surface Area","Applied Contact Pressure","Type of Contact","Duration of Contact","Number of Contacts","Number of contacts Cat","Moistness of hand","MoistCat","Efficiency type","Substance ID","Number of Observations","Transfer Efficiency","Range of Efficiencies","Standard Deviation","Transfer Efficiency Source","Notes"
86,21,"Transfer of Contaminants from Surface to Hands: Experimental Assessment of Linearity of the Exposure Process, Adherence to the Skin and Area Exposed During Fixed Pressure and Repeated Contact with Surfaces Contaminated with a Powder",2,"None","Glass Plate","Smooth",0.177,"0.002 - 1 mg/cm2",NA,"0.002 - 1 mg/cm2","mg/cm2",180,NA,NA,NA,"Hand",61.1,0.07,1,6,11,">6","Dry","Dry",1,25,3,0.59,NA,0.294,2,"Time since application is approximate (report says ""at least three hours"")"
87,21,"Transfer of Contaminants from Surface to Hands: Experimental Assessment of Linearity of the Exposure Process, Adherence to the Skin and Area Exposed During Fixed Pressure and Repeated Contact with Surfaces Contaminated with a Powder",2,"None","Glass Plate","Smooth",0.177,"0.002 - 1 mg/cm2",NA,"0.002 - 1 mg/cm2","mg/cm2",180,NA,NA,NA,"Hand",61.9,0.07,1,6,12,">6","Dry","Dry",1,25,3,0.6,NA,0.311,2,"Time since application is approximate (report says ""at least three hours"")"
88,21,"Transfer of Contaminants from Surface to Hands: Experimental Assessment of Linearity of the Exposure Process, Adherence to the Skin and Area Exposed During Fixed Pressure and Repeated Contact with Surfaces Contaminated with a Powder",3,"None","Glass Plate","Smooth",0.179,"0.002 - 1 mg/cm2",NA,"0.002 - 1 mg/cm2","mg/cm2",180,NA,NA,NA,"Glove",192,0.07,1,6,12,">6","Dry","Dry",1,25,3,13.1,NA,4.1,2,"Time since application is approximate (report says ""at least three hours"")"
89,6,"Dermal Transfer of Chlorpyrifos Residues from Residential Surfaces: Comparison of Hand Press, Hand Drag, Wipe and Polyurethane Foam Roller Measurements after Broadcast and Aerosol Pesticide Applications",2,"Crawling","Carpet","Carpet",0.0123,"0.002 - 1 mg/cm2",NA,"0.002 - 1 mg/cm2","mg/cm2",210,"3 - 12 hours",NA,"3 - 12 hours","Palm",685,1.12,1,NA,10,">6","Dry","Dry",1,26,6,0.05,"0.003 - 0.12",0.04,2,NA
90,6,"Dermal Transfer of Chlorpyrifos Residues from Residential Surfaces: Comparison of Hand Press, Hand Drag, Wipe and Polyurethane Foam Roller Measurements after Broadcast and Aerosol Pesticide Applications",2,"Crawling","Carpet","Carpet",0.0123,"0.002 - 1 mg/cm2",NA,"0.002 - 1 mg/cm2","mg/cm2",210,"3 - 12 hours",NA,"3 - 12 hours","Palm",909,0.85,2,NA,1,"1","Dry","Dry",1,26,6,0.04,"0.002 - 0.06",0.02,2,NA
91,6,"Dermal Transfer of Chlorpyrifos Residues from Residential Surfaces: Comparison of Hand Press, Hand Drag, Wipe and Polyurethane Foam Roller Measurements after Broadcast and Aerosol Pesticide Applications",2,"Crawling","Carpet","Carpet",0.00264,"0.002 - 1 mg/cm2",NA,"0.002 - 1 mg/cm2","mg/cm2",210,"3 - 12 hours",NA,"3 - 12 hours","Palm",774,1.01,1,NA,10,">6","Dry","Dry",1,26,6,0.13,"0.023 - 0.61",0.24,2,NA
92,6,"Dermal Transfer of Chlorpyrifos Residues from Residential Surfaces: Comparison of Hand Press, Hand Drag, Wipe and Polyurethane Foam Roller Measurements after Broadcast and Aerosol Pesticide Applications",2,"Crawling","Carpet","Carpet",0.00264,"0.002 - 1 mg/cm2",NA,"0.002 - 1 mg/cm2","mg/cm2",210,"3 - 12 hours",NA,"3 - 12 hours","Palm",894,0.87,2,NA,1,"1","Dry","Dry",1,26,6,0.05,"0.019 - 0.2",0.07,2,NA
93,6,"Dermal Transfer of Chlorpyrifos Residues from Residential Surfaces: Comparison of Hand Press, Hand Drag, Wipe and Polyurethane Foam Roller Measurements after Broadcast and Aerosol Pesticide Applications",2,"Crawling","Carpet","Carpet",0.00197,"0.0002 - 0.002 mg/cm2",NA,"0.0002 - 0.002 mg/cm2","mg/cm2",210,"3 - 12 hours",NA,"3 - 12 hours","Palm",3495,1.1,1,NA,10,">6","Dry","Dry",1,26,5,0.26,"0.117 - 0.43",0.12,2,NA
94,6,"Dermal Transfer of Chlorpyrifos Residues from Residential Surfaces: Comparison of Hand Press, Hand Drag, Wipe and Polyurethane Foam Roller Measurements after Broadcast and Aerosol Pesticide Applications",2,"Crawling","Furniture","Textile",0.00179,"0.0002 - 0.002 mg/cm2",NA,"0.0002 - 0.002 mg/cm2","mg/cm2",210,"3 - 12 hours",NA,"3 - 12 hours","Palm",699,1.1,1,NA,10,">6","Dry","Dry",1,26,5,0.69,"0.581 - 0.87",0.11,2,NA
95,5,"Dermal Transfer Efficiency of Pesticides from New and Used Cut-Pile Carpet to Dry and Wetted Palms",2,"None","Carpet","Carpet",NA,NA,NA,NA,NA,240,"3 - 12 hours",NA,"3 - 12 hours","Palm",NA,NA,1,NA,1,"1","Saliva Moistened","Wet",1,27,6,0.9,NA,NA,1,"Assumes entire surface area of palm exposed."
96,5,"Dermal Transfer Efficiency of Pesticides from New and Used Cut-Pile Carpet to Dry and Wetted Palms",2,"None","Carpet","Carpet",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Palm",NA,NA,1,NA,1,"1","Water Moistened","Wet",1,27,6,1.64,NA,NA,1,"Assumes entire surface area of palm exposed."
97,5,"Dermal Transfer Efficiency of Pesticides from New and Used Cut-Pile Carpet to Dry and Wetted Palms",2,"None","Carpet","Carpet",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Palm",NA,NA,1,NA,1,"1","Dioctylsulfosuccinate moistened","Wet",1,27,6,1.21,NA,NA,1,"Assumes entire surface area of palm exposed."
98,5,"Dermal Transfer Efficiency of Pesticides from New and Used Cut-Pile Carpet to Dry and Wetted Palms",2,"None","Carpet","Carpet",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Palm",NA,NA,1,NA,1,"1","Dry","Dry",1,27,6,0.4,NA,NA,1,"Assumes entire surface area of palm exposed."
99,5,"Dermal Transfer Efficiency of Pesticides from New and Used Cut-Pile Carpet to Dry and Wetted Palms",2,"None","Carpet","Carpet",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Palm",NA,NA,1,NA,1,"1","Water Moistened","Wet",1,28,6,2.5,NA,NA,1,"Assumes entire surface area of palm exposed."
100,5,"Dermal Transfer Efficiency of Pesticides from New and Used Cut-Pile Carpet to Dry and Wetted Palms",2,"None","Carpet","Carpet",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Palm",NA,NA,1,NA,1,"1","Saliva Wetted","Wet",1,28,6,1.87,NA,NA,1,"Assumes entire surface area of palm exposed."
101,5,"Dermal Transfer Efficiency of Pesticides from New and Used Cut-Pile Carpet to Dry and Wetted Palms",2,"None","Carpet","Carpet",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Palm",NA,NA,1,NA,1,"1","Dioctylsulfosuccinate moistened","Wet",1,28,6,1.39,NA,NA,1,"Assumes entire surface area of palm exposed."
102,5,"Dermal Transfer Efficiency of Pesticides from New and Used Cut-Pile Carpet to Dry and Wetted Palms",2,"None","Carpet","Carpet",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Palm",NA,NA,1,NA,1,"1","Dry","Dry",1,28,6,0.32,NA,NA,1,"Assumes entire surface area of palm exposed."
103,5,"Dermal Transfer Efficiency of Pesticides from New and Used Cut-Pile Carpet to Dry and Wetted Palms",2,"None","Carpet","Carpet",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Palm",NA,NA,1,NA,1,"1","Water Moistened","Wet",1,29,6,2.58,NA,NA,1,"Assumes entire surface area of palm exposed."
104,5,"Dermal Transfer Efficiency of Pesticides from New and Used Cut-Pile Carpet to Dry and Wetted Palms",2,"None","Carpet","Carpet",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Palm",NA,NA,1,NA,1,"1","Saliva Moistened","Wet",1,29,6,2.03,NA,NA,1,"Assumes entire surface area of palm exposed."
105,5,"Dermal Transfer Efficiency of Pesticides from New and Used Cut-Pile Carpet to Dry and Wetted Palms",2,"None","Carpet","Carpet",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Palm",NA,NA,1,NA,1,"1","Dioctylsulfosuccinate moistened","Wet",1,29,6,1.72,NA,NA,1,"Assumes entire surface area of palm exposed."
107,5,"Dermal Transfer Efficiency of Pesticides from New and Used Cut-Pile Carpet to Dry and Wetted Palms",2,"None","Carpet","Carpet",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Palm",NA,NA,1,NA,1,"1","Dry","Dry",1,29,6,0.44,NA,NA,1,"Assumes entire surface area of palm exposed."
108,5,"Dermal Transfer Efficiency of Pesticides from New and Used Cut-Pile Carpet to Dry and Wetted Palms",2,"None","Carpet","Carpet",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Palm",NA,NA,1,NA,1,"1","Water moistened","Wet",1,30,6,2.45,NA,NA,1,"Assumes entire surface area of palm exposed."
109,5,"Dermal Transfer Efficiency of Pesticides from New and Used Cut-Pile Carpet to Dry and Wetted Palms",2,"None","Carpet","Carpet",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Palm",NA,NA,1,NA,1,"1","Saliva Moistened","Wet",1,30,6,2.3,NA,NA,1,"Assumes entire surface area of palm exposed."
110,5,"Dermal Transfer Efficiency of Pesticides from New and Used Cut-Pile Carpet to Dry and Wetted Palms",2,"None","Carpet","Carpet",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Palm",NA,NA,1,NA,1,"1","Dry","Dry",1,30,6,0.6,NA,4,1,"Assumes entire surface area of palm exposed."
111,8,"Dislodgeable Residues from Hard Surfaces: Interim Report",2,"None","Glazed Tile","Smooth",NA,NA,NA,NA,NA,0,NA,NA,NA,"Hand",NA,NA,1,NA,1,"1",NA,NA,1,31,32,22,NA,NA,1,"Surface concentration, applied contact pressure, duration of contact and moistness of hand varied"
112,8,"Dislodgeable Residues from Hard Surfaces: Interim Report",2,"None","Rough Tile","Rough",NA,NA,NA,NA,NA,0,NA,NA,NA,"Hand",NA,NA,1,NA,1,"1",NA,NA,1,31,32,28,NA,NA,1,"Surface concentration, applied contact pressure, duration of contact and moistness of hand varied"
113,8,"Dislodgeable Residues from Hard Surfaces: Interim Report",2,"None","Nonslip Flooring","Rough",NA,NA,NA,NA,NA,0,NA,NA,NA,"Hand",NA,NA,1,NA,1,"1",NA,NA,1,31,32,6,NA,NA,1,"Surface concentration, applied contact pressure, duration of contact and moistness of hand varied"
114,13,"Influence of Sebum and Stratum Corneum Hydration on Pesticide/Herbicide Collection Efficiencies of the Human Hand",2,"None","Polyethylene","Smooth",9e-05,"<0.0002 mg/cm2",NA,"<0.0002 mg/cm2","mg/cm2",720,"3 - 12 hours",NA,"3 - 12 hours","Hand",150,0.65,1,5,1,"1","123 AU","Dry",1,18,1,30,NA,NA,1,"Time since application is approximated to 12 hours. Report says that surfaces were left to settle overnight following application. Assumes entire surface area of palm exposed."
115,13,"Influence of Sebum and Stratum Corneum Hydration on Pesticide/Herbicide Collection Efficiencies of the Human Hand",2,"None","Polyethylene","Smooth",9e-05,"<0.0002 mg/cm2",NA,"<0.0002 mg/cm2","mg/cm2",720,"3 - 12 hours",NA,"3 - 12 hours","Hand",150,0.65,1,5,1,"1","124 AU","Dry",1,18,1,28,NA,NA,1,"Time since application is approximated to 12 hours. Report says that surfaces were left to settle overnight following application. Assumes entire surface area of palm exposed."
117,13,"Influence of Sebum and Stratum Corneum Hydration on Pesticide/Herbicide Collection Efficiencies of the Human Hand",2,"None","Polyethylene","Smooth",9e-05,"<0.0002 mg/cm2",NA,"<0.0002 mg/cm2","mg/cm2",720,"3 - 12 hours",NA,"3 - 12 hours","Hand",150,0.65,1,5,1,"1","127 AU","Dry",1,18,1,28,NA,NA,1,"Time since application is approximated to 12 hours. Report says that surfaces were left to settle overnight following application. Assumes entire surface area of palm exposed."
118,13,"Influence of Sebum and Stratum Corneum Hydration on Pesticide/Herbicide Collection Efficiencies of the Human Hand",2,"None","Polyethylene","Smooth",9e-05,"<0.0002 mg/cm2",NA,"<0.0002 mg/cm2","mg/cm2",720,"3 - 12 hours",NA,"3 - 12 hours","Hand",150,0.65,1,5,1,"1","127 AU","Dry",1,18,1,23,NA,NA,1,"Time since application is approximated to 12 hours. Report says that surfaces were left to settle overnight following application. Assumes entire surface area of palm exposed."
119,13,"Influence of Sebum and Stratum Corneum Hydration on Pesticide/Herbicide Collection Efficiencies of the Human Hand",2,"None","Polyethylene","Smooth",9e-05,"<0.0002 mg/cm2",NA,"<0.0002 mg/cm2","mg/cm2",720,"3 - 12 hours",NA,"3 - 12 hours","Hand",150,0.65,1,5,1,"1","128 AU","Dry",1,18,1,25,NA,NA,1,"Time since application is approximated to 12 hours. Report says that surfaces were left to settle overnight following application. Assumes entire surface area of palm exposed."
120,13,"Influence of Sebum and Stratum Corneum Hydration on Pesticide/Herbicide Collection Efficiencies of the Human Hand",2,"None","Polyethylene","Smooth",9e-05,"<0.0002 mg/cm2",NA,"<0.0002 mg/cm2","mg/cm2",720,"3 - 12 hours",NA,"3 - 12 hours","Hand",150,0.65,1,5,1,"1","125 AU","Dry",1,18,1,24,NA,NA,1,"Time since application is approximated to 12 hours. Report says that surfaces were left to settle overnight following application. Assumes entire surface area of palm exposed."
121,13,"Influence of Sebum and Stratum Corneum Hydration on Pesticide/Herbicide Collection Efficiencies of the Human Hand",2,"None","Polyethylene","Smooth",9e-05,"<0.0002 mg/cm2",NA,"<0.0002 mg/cm2","mg/cm2",720,"3 - 12 hours",NA,"3 - 12 hours","Hand",150,0.65,1,5,1,"1","128 AU","Dry",1,18,1,26,NA,NA,1,"Time since application is approximated to 12 hours. Report says that surfaces were left to settle overnight following application. Assumes entire surface area of palm exposed."
122,13,"Influence of Sebum and Stratum Corneum Hydration on Pesticide/Herbicide Collection Efficiencies of the Human Hand",2,"None","Polyethylene","Smooth",9e-05,"<0.0002 mg/cm2",NA,"<0.0002 mg/cm2","mg/cm2",720,"3 - 12 hours",NA,"3 - 12 hours","Hand",150,0.65,1,5,1,"1","121 AU","Dry",1,18,1,29,NA,NA,1,"Time since application is approximated to 12 hours. Report says that surfaces were left to settle overnight following application. Assumes entire surface area of palm exposed."
123,13,"Influence of Sebum and Stratum Corneum Hydration on Pesticide/Herbicide Collection Efficiencies of the Human Hand",2,"None","Polyethylene","Smooth",9e-05,"<0.0002 mg/cm2",NA,"<0.0002 mg/cm2","mg/cm2",720,"3 - 12 hours",NA,"3 - 12 hours","Hand",150,0.65,1,5,1,"1","122 AU","Dry",1,18,1,39,NA,NA,1,"Time since application is approximated to 12 hours. Report says that surfaces were left to settle overnight following application. Assumes entire surface area of palm exposed."
124,13,"Influence of Sebum and Stratum Corneum Hydration on Pesticide/Herbicide Collection Efficiencies of the Human Hand",2,"None","Polyethylene","Smooth",9e-05,"<0.0002 mg/cm2",NA,"<0.0002 mg/cm2","mg/cm2",720,"3 - 12 hours",NA,"3 - 12 hours","Hand",150,0.65,1,5,1,"1","122 AU","Dry",1,18,1,28,NA,NA,1,"Time since application is approximated to 12 hours. Report says that surfaces were left to settle overnight following application. Assumes entire surface area of palm exposed."
125,13,"Influence of Sebum and Stratum Corneum Hydration on Pesticide/Herbicide Collection Efficiencies of the Human Hand",2,"None","Polyethylene","Smooth",1e-04,"<0.0002 mg/cm2",NA,"<0.0002 mg/cm2","mg/cm2",720,"3 - 12 hours",NA,"3 - 12 hours","Hand",150,0.65,1,5,1,"1","123 AU","Dry",1,24,1,22,NA,NA,1,"Time since application is approximated to 12 hours. Report says that surfaces were left to settle overnight following application. Assumes entire surface area of palm exposed."
126,13,"Influence of Sebum and Stratum Corneum Hydration on Pesticide/Herbicide Collection Efficiencies of the Human Hand",2,"None","Polyethylene","Smooth",1e-04,"<0.0002 mg/cm2",NA,"<0.0002 mg/cm2","mg/cm2",720,"3 - 12 hours",NA,"3 - 12 hours","Hand",150,0.65,1,5,1,"1","124 AU","Dry",1,24,1,29,NA,NA,1,"Time since application is approximated to 12 hours. Report says that surfaces were left to settle overnight following application. Assumes entire surface area of palm exposed."
127,13,"Influence of Sebum and Stratum Corneum Hydration on Pesticide/Herbicide Collection Efficiencies of the Human Hand",2,"None","Polyethylene","Smooth",1e-04,"<0.0002 mg/cm2",NA,"<0.0002 mg/cm2","mg/cm2",720,"3 - 12 hours",NA,"3 - 12 hours","Hand",150,0.65,1,5,1,"1","127 AU","Dry",1,24,1,48,NA,NA,1,"Time since application is approximated to 12 hours. Report says that surfaces were left to settle overnight following application. Assumes entire surface area of palm exposed."
128,13,"Influence of Sebum and Stratum Corneum Hydration on Pesticide/Herbicide Collection Efficiencies of the Human Hand",2,"None","Polyethylene","Smooth",1e-04,"<0.0002 mg/cm2",NA,"<0.0002 mg/cm2","mg/cm2",720,"3 - 12 hours",NA,"3 - 12 hours","Hand",150,0.65,1,5,1,"1","127 AU","Dry",1,24,1,36,NA,NA,1,"Time since application is approximated to 12 hours. Report says that surfaces were left to settle overnight following application. Assumes entire surface area of palm exposed."
129,13,"Influence of Sebum and Stratum Corneum Hydration on Pesticide/Herbicide Collection Efficiencies of the Human Hand",2,"None","Polyethylene","Smooth",1e-04,"<0.0002 mg/cm2",NA,"<0.0002 mg/cm2","mg/cm2",720,"3 - 12 hours",NA,"3 - 12 hours","Hand",150,0.65,1,5,1,"1","128 AU","Dry",1,24,1,39,NA,NA,1,"Time since application is approximated to 12 hours. Report says that surfaces were left to settle overnight following application. Assumes entire surface area of palm exposed."
130,13,"Influence of Sebum and Stratum Corneum Hydration on Pesticide/Herbicide Collection Efficiencies of the Human Hand",2,"None","Polyethylene","Smooth",1e-04,"<0.0002 mg/cm2",NA,"<0.0002 mg/cm2","mg/cm2",720,"3 - 12 hours",NA,"3 - 12 hours","Hand",150,0.65,1,5,1,"1","125 AU","Dry",1,24,1,37,NA,NA,1,"Time since application is approximated to 12 hours. Report says that surfaces were left to settle overnight following application. Assumes entire surface area of palm exposed."
131,13,"Influence of Sebum and Stratum Corneum Hydration on Pesticide/Herbicide Collection Efficiencies of the Human Hand",2,"None","Polyethylene","Smooth",1e-04,"<0.0002 mg/cm2",NA,"<0.0002 mg/cm2","mg/cm2",720,"3 - 12 hours",NA,"3 - 12 hours","Hand",150,0.65,1,5,1,"1","128 AU","Dry",1,24,1,36,NA,NA,1,"Time since application is approximated to 12 hours. Report says that surfaces were left to settle overnight following application. Assumes entire surface area of palm exposed."
132,13,"Influence of Sebum and Stratum Corneum Hydration on Pesticide/Herbicide Collection Efficiencies of the Human Hand",2,"None","Polyethylene","Smooth",1e-04,"<0.0002 mg/cm2",NA,"<0.0002 mg/cm2","mg/cm2",720,"3 - 12 hours",NA,"3 - 12 hours","Hand",150,0.65,1,5,1,"1","121 AU","Dry",1,24,1,33,NA,NA,1,"Time since application is approximated to 12 hours. Report says that surfaces were left to settle overnight following application. Assumes entire surface area of palm exposed."
133,13,"Influence of Sebum and Stratum Corneum Hydration on Pesticide/Herbicide Collection Efficiencies of the Human Hand",2,"None","Polyethylene","Smooth",1e-04,"<0.0002 mg/cm2",NA,"<0.0002 mg/cm2","mg/cm2",720,"3 - 12 hours",NA,"3 - 12 hours","Hand",150,0.65,1,5,1,"1","122 AU","Dry",1,24,1,41,NA,NA,1,"Time since application is approximated to 12 hours. Report says that surfaces were left to settle overnight following application.Assumes entire surface area of palm exposed."
134,13,"Influence of Sebum and Stratum Corneum Hydration on Pesticide/Herbicide Collection Efficiencies of the Human Hand",2,"None","Polyethylene","Smooth",1e-04,"<0.0002 mg/cm2",NA,"<0.0002 mg/cm2","mg/cm2",720,"3 - 12 hours",NA,"3 - 12 hours","Hand",150,0.65,1,5,1,"1","122 AU","Dry",1,24,1,32,NA,NA,1,"Time since application is approximated to 12 hours. Report says that surfaces were left to settle overnight following application.Assumes entire surface area of palm exposed."
135,13,"Influence of Sebum and Stratum Corneum Hydration on Pesticide/Herbicide Collection Efficiencies of the Human Hand",2,"None","Polyethylene","Smooth",0.00012,"<0.0002 mg/cm2",NA,"<0.0002 mg/cm2","mg/cm2",720,"3 - 12 hours",NA,"3 - 12 hours","Hand",150,0.65,1,5,1,"1","123 AU","Dry",1,17,1,31,NA,NA,1,"Time since application is approximated to 12 hours. Report says that surfaces were left to settle overnight following application.Assumes entire surface area of palm exposed."
136,13,"Influence of Sebum and Stratum Corneum Hydration on Pesticide/Herbicide Collection Efficiencies of the Human Hand",2,"None","Polyethylene","Smooth",0.00012,"<0.0002 mg/cm2",NA,"<0.0002 mg/cm2","mg/cm2",720,"3 - 12 hours",NA,"3 - 12 hours","Hand",150,0.65,1,5,1,"1","124 AU","Dry",1,17,1,35,NA,NA,1,"Time since application is approximated to 12 hours. Report says that surfaces were left to settle overnight following application.Assumes entire surface area of palm exposed."
137,13,"Influence of Sebum and Stratum Corneum Hydration on Pesticide/Herbicide Collection Efficiencies of the Human Hand",2,"None","Polyethylene","Smooth",0.00012,"<0.0002 mg/cm2",NA,"<0.0002 mg/cm2","mg/cm2",720,"3 - 12 hours",NA,"3 - 12 hours","Hand",150,0.65,1,5,1,"1","127 AU","Dry",1,17,1,41,NA,NA,1,"Time since application is approximated to 12 hours. Report says that surfaces were left to settle overnight following application. Assumes entire surface area of palm exposed."
138,13,"Influence of Sebum and Stratum Corneum Hydration on Pesticide/Herbicide Collection Efficiencies of the Human Hand",2,"None","Polyethylene","Smooth",0.00012,"<0.0002 mg/cm2",NA,"<0.0002 mg/cm2","mg/cm2",720,"3 - 12 hours",NA,"3 - 12 hours","Hand",150,0.65,1,5,1,"1","127 AU","Dry",1,17,1,37,NA,NA,1,"Time since application is approximated to 12 hours. Report says that surfaces were left to settle overnight following application. Assumes entire surface area of palm exposed."
